Kms_Driven,modelYear,centralVariantId,variantName,price,Mileage,Engine_Displacement,Max Power,Max Torque,No of Cylinder,BoreX Stroke,Length,Width,Height,Wheel Base,Front Tread,Rear Tread,Kerb Weight,Gross Weight,Turning Radius,Front Brake Type,Rear Brake Type,Alloy Wheel Size,No Door Numbers,Ground Clearance Unladen,Cargo Volumn,Compression Ratio,Acceleration,Top Speed,city,bt,oem,model,Registration Year,Insurance Validity,Fuel Type,Seating_Capacity,RTO,Ownership,Transmission,Color,Engine Type,Value Configuration,Fuel Suppy System,Turbo Charger,Super Charger,Gear Box,Drive Type,Steering Type,Tyre Type
64,2015,4310,69.81260057098365,396000,20.51,998,67.04,90.0,3.0,69.0,3599.0,1495.0,1700.0,2400.0,1295.0,1290.0,885.0,1350.0,4.6,236.0,185.39999999999998,0,5.0,175.14117647058825,180.0,12.667795612627074,18.6,152.0,4,2,20,184,191,2,4,3,226,1,1,116,295,3,49,0,0,8,12,4,19
77,2019,5920,1.2,742000,21.4,1197,83.1,115.0,4.0,72.6523747368421,3995.0,1745.0,1510.0,2520.0,1515.0,1525.0,935.0,1360.0,4.9,236.0,185.39999999999998,16,5.0,175.14117647058825,339.0,12.667795612627074,12.36,180.0,4,2,20,157,159,5,4,3,225,3,0,9,455,3,49,0,0,96,12,4,26
90,2018,6026,200.0,851000,25.1,1248,88.5,200.0,4.0,69.6,4300.0,1785.0,1595.0,2600.0,1458.3461457676958,1459.0579069277742,1230.0,1670.0,5.5,236.0,185.39999999999998,16,5.0,175.14117647058825,353.0,12.667795612627074,13.42,164.5,4,7,20,178,16,4,1,3,409,1,1,86,218,3,17,3,0,8,12,4,26
85,2018,4300,69.81260057098365,840000,24.3,1248,88.5,200.0,4.0,69.6,3995.0,1790.0,1640.0,2500.0,1458.3461457676958,1459.0579069277742,1200.0,1680.0,5.2,236.0,185.39999999999998,16,5.0,175.14117647058825,328.0,12.667795612627074,12.36,172.0,4,7,20,183,176,2,1,3,226,1,1,110,218,3,6,3,0,8,12,4,26
90,2019,5621,69.81260057098365,851000,25.6,1498,97.9,200.0,4.0,76.0,4440.0,1695.0,1495.0,2600.0,1490.0,1480.0,1147.0,1522.0,5.3,236.0,185.39999999999998,15,4.0,175.14117647058825,510.0,16.0,10.0,175.0,4,8,8,63,72,2,1,3,216,1,1,138,467,3,23,3,0,21,12,4,26
94,2017,5931,2.0,1300000,17.1,1956,170.0,350.0,4.0,72.6523747368421,4395.0,1818.0,1640.0,2636.0,1458.3461457676958,1459.0579069277742,1551.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,17,5.0,175.14117647058825,408.0,12.667795612627074,12.854019118869493,175.7024856765095,4,7,12,101,226,2,1,3,250,1,1,9,124,3,4,3,0,21,5,4,6
76,2016,3807,10.0,969999,16.0,2179,140.0,330.0,4.0,72.6523747368421,4585.0,1890.0,1785.0,2700.0,1458.3461457676958,1459.0579069277742,2010.0,2510.0,5.6,236.0,185.39999999999998,17,5.0,175.14117647058825,720.0,12.667795612627074,10.0,185.0,4,7,17,147,32,2,1,5,257,3,1,57,498,3,23,3,0,21,12,4,19
59,2019,5668,69.81260057098365,775000,17.5,1199,88.7,110.0,4.0,72.6523747368421,3999.0,1734.0,1601.0,2555.0,1458.3461457676958,1459.0579069277742,1103.0,1663.445324881141,5.3,236.0,185.39999999999998,16,5.0,175.14117647058825,363.0,12.667795612627074,15.31,164.26,4,7,8,69,177,2,4,3,253,1,1,14,476,8,53,0,0,8,12,1,26
1,2017,5718,1.3,700000,28.09,1248,88.5,200.0,4.0,69.6,4490.0,1730.0,1485.0,2650.0,1495.0,1505.0,1115.0,1595.0,5.4,236.0,185.39999999999998,0,4.0,175.14117647058825,510.0,10.1,15.0,190.0,4,8,20,163,226,2,1,3,226,1,1,9,213,3,4,3,0,8,12,4,23
20,2023,10388,69.81260057098365,1100000,17.38,1462,101.65,136.8,4.0,72.6523747368421,3995.0,1790.0,1685.0,2500.0,1458.3461457676958,1459.0579069277742,1130.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,0,5.0,175.14117647058825,328.0,12.667795612627074,12.854019118869493,175.7024856765095,4,7,20,159,21,4,4,3,253,1,1,138,307,3,49,0,0,16,12,1,23
20,2020,6499,1.2,915000,17.0,1198,108.5,170.0,3.0,77.0,3994.0,1811.0,1607.0,2498.0,1540.0,1530.0,1252.0,1663.445324881141,5.1,236.0,185.39999999999998,0,5.0,209.0,350.0,12.667795612627074,11.64,154.19,4,7,29,265,18,4,4,3,253,1,0,138,354,3,49,3,0,21,12,4,16
46,2021,10260,1.5,1850000,17.88,1498,147.51,250.0,4.0,72.6523747368421,4221.0,1760.0,1612.0,2651.0,1531.0,1516.0,1312.0,1700.0,5.05,236.0,185.39999999999998,17,5.0,175.14117647058825,385.0,12.667795612627074,12.854019118869493,150.49,4,7,31,302,55,2,4,3,253,1,0,50,97,3,76,3,0,56,12,1,26
51,2020,6778,69.81260057098365,600000,21.01,1197,81.8,113.0,4.0,72.6523747368421,3995.0,1745.0,1510.0,2520.0,1515.0,1525.0,865.0,1340.0,4.9,236.0,185.39999999999998,0,5.0,175.14117647058825,339.0,12.667795612627074,12.36,175.7024856765095,4,2,20,157,73,2,4,3,248,1,1,9,59,3,49,0,0,8,12,1,26
40,2019,4299,69.81260057098365,900000,24.3,1248,88.5,200.0,4.0,69.6,3995.0,1790.0,1640.0,2500.0,1458.3461457676958,1459.0579069277742,1190.0,1680.0,5.2,236.0,185.39999999999998,16,5.0,175.14117647058825,328.0,12.667795612627074,12.36,172.0,4,7,20,183,17,4,1,3,82,1,1,86,218,3,6,3,0,8,12,4,26
1,2019,6051,69.81260057098365,400000,23.1,998,67.04,90.0,3.0,73.0,3695.0,1600.0,1565.0,2425.0,1420.0,1410.0,835.0,1250.0,4.7,236.0,185.39999999999998,0,5.0,175.14117647058825,235.0,11.0,15.05,150.0,4,2,20,160,17,4,4,3,253,3,1,86,293,3,53,0,0,8,12,4,23
1,2015,4043,69.81260057098365,540000,24.52,1248,88.5,200.0,4.0,69.6,4296.0,1695.0,1685.0,2740.0,1480.0,1490.0,1260.0,1663.445324881141,5.2,236.0,185.39999999999998,0,5.0,175.14117647058825,135.0,17.6,13.3,160.0,4,4,20,165,13,4,1,5,409,2,1,86,207,3,4,3,0,8,12,4,23
48,2018,5668,69.81260057098365,640000,17.5,1199,88.7,110.0,4.0,72.6523747368421,3999.0,1734.0,1601.0,2555.0,1458.3461457676958,1459.0579069277742,1103.0,1663.445324881141,5.3,236.0,185.39999999999998,16,5.0,175.14117647058825,363.0,12.667795612627074,15.31,164.26,4,7,8,69,34,5,4,3,253,4,1,110,476,8,53,0,0,8,12,1,26
51,2018,5628,69.81260057098365,798000,17.4,1497,117.6,145.0,4.0,73.0,4440.0,1695.0,1495.0,2600.0,1475.0,1465.0,1084.0,1459.0,5.3,236.0,185.39999999999998,16,4.0,175.14117647058825,510.0,10.3,9.64,189.0,4,8,8,63,194,4,4,3,216,3,1,116,469,8,69,0,0,8,12,4,26
62,2015,1549,69.81260057098365,385000,18.9,1197,82.0,114.0,4.0,72.6523747368421,3765.0,1660.0,1520.0,2425.0,1479.0,1493.0,935.0,1663.445324881141,4.8,236.0,185.39999999999998,0,5.0,175.14117647058825,256.0,12.667795612627074,12.9,165.0,4,2,9,77,49,4,4,3,215,1,1,138,320,3,49,0,0,8,12,4,13
54,2016,1341,1.2,484999,18.7,1199,88.7,110.0,4.0,72.6523747368421,3955.0,1694.0,1544.0,2530.0,1458.3461457676958,1459.0579069277742,1042.0,1663.445324881141,5.1,236.0,185.39999999999998,15,5.0,175.14117647058825,354.0,12.667795612627074,13.7,172.0,4,2,8,66,139,2,4,3,226,1,1,14,476,8,64,0,0,8,12,4,26
1,2017,5723,1.4,528000,20.73,1373,91.1,130.0,4.0,73.0,4490.0,1730.0,1485.0,2650.0,1495.0,1505.0,1030.0,1490.0,5.4,236.0,185.39999999999998,15,4.0,175.14117647058825,510.0,10.1,14.0,190.0,4,8,20,163,140,4,4,3,226,3,1,116,478,3,49,0,0,8,12,4,23
44,2021,7319,1.0,1000000,19.2,999,113.98,178.0,3.0,72.6523747368421,4225.0,1760.0,1612.0,2651.0,1458.3461457676958,1459.0579069277742,1195.0,1640.0,6.036145117945655,236.0,185.39999999999998,0,5.0,155.0,385.0,12.667795612627074,12.854019118869493,175.7024856765095,4,7,28,246,230,2,4,3,253,1,1,110,16,3,76,3,0,37,12,1,23
80,2020,7716,69.81260057098365,545000,18.9,1197,81.86,113.75,4.0,72.6523747368421,3765.0,1660.0,1520.0,2425.0,1479.0,1493.0,1140.0,1663.445324881141,4.8,236.0,185.39999999999998,0,5.0,175.14117647058825,256.0,12.667795612627074,12.9,175.7024856765095,4,2,9,77,18,4,4,3,253,1,1,86,320,3,49,0,0,8,12,4,13
1,2015,2311,2.5,835000,12.8,2494,102.0,20.4,4.0,72.6523747368421,4.0,1.0,1.0,2.0,1510.0,1510.0,1670.0,2300.0,5.4,236.0,185.39999999999998,15,5.0,175.14117647058825,361.810963801579,12.667795612627074,17.5,151.0,4,4,30,289,191,4,1,6,226,3,1,57,278,3,4,3,0,8,12,4,26
1,2013,3705,2.0,635000,12.05,2179,120.0,290.0,4.0,72.6523747368421,4430.0,1817.0,1975.0,2600.0,1458.3461457676958,1459.0579069277742,1960.0,2510.0,5.6,236.0,185.39999999999998,16,5.0,175.14117647058825,361.810963801579,12.667795612627074,12.854019118869493,175.7024856765095,4,7,17,138,11,4,1,6,230,3,1,138,496,3,4,3,0,8,12,4,26
70,2017,5722,1.4,621000,20.73,1373,91.1,130.0,4.0,73.0,4490.0,1730.0,1485.0,2650.0,1495.0,1505.0,1010.0,1490.0,5.4,236.0,185.39999999999998,0,4.0,175.14117647058825,510.0,10.1,14.0,190.0,4,8,20,163,122,2,4,3,226,1,1,57,478,3,49,0,0,8,12,4,23
80,2016,1451,1.4,850000,21.38,1396,88.7,219.7,4.0,72.6523747368421,4270.0,1780.0,1630.0,2590.0,1458.3461457676958,1459.0579069277742,1260.0,1663.445324881141,5.3,236.0,185.39999999999998,16,5.0,175.14117647058825,400.0,12.667795612627074,12.5,165.0,4,7,9,73,14,4,1,3,226,1,1,8,420,3,6,0,0,21,12,4,13
80,2019,5626,69.81260057098365,980000,17.4,1497,117.6,145.0,4.0,73.0,4440.0,1695.0,1495.0,2600.0,1490.0,1480.0,1061.0,1436.0,5.3,236.0,185.39999999999998,15,4.0,175.14117647058825,510.0,10.3,9.64,189.0,4,8,8,63,17,4,4,3,409,1,1,86,469,8,69,0,0,8,12,4,26
1,2007,3440,2.8,450000,10.5,2835,107.2,275.0,4.0,95.0,4755.0,1775.0,1900.0,2725.0,1465.0,1480.0,2155.0,2800.0,5.9,236.0,185.39999999999998,15,5.0,175.14117647058825,361.810963801579,12.667795612627074,17.2,150.0,4,7,23,223,5,4,1,4,409,4,1,8,278,8,23,3,0,8,4,4,26
1,2015,4663,250.0,3190000,15.26,2143,203.2,500.0,4.0,92.9,4817.0,2141.0,1762.0,2915.0,1648.0,1663.0,2160.0,2950.0,5.9,236.0,185.39999999999998,18,5.0,175.14117647058825,690.0,12.667795612627074,9.0,210.0,4,7,21,210,84,2,1,3,227,1,0,9,236,3,6,3,0,44,9,4,26
23,2016,4046,69.81260057098365,899000,24.52,1248,88.5,200.0,4.0,69.6,4296.0,1695.0,1685.0,2740.0,1480.0,1490.0,1260.0,1663.445324881141,5.2,236.0,185.39999999999998,15,5.0,175.14117647058825,135.0,17.6,13.3,160.0,4,4,20,165,84,2,1,5,226,1,1,57,207,3,4,3,0,8,12,4,23
1,2011,2263,3.0,1200000,11.5,2982,171.0,343.0,4.0,72.6523747368421,4695.0,1840.0,1850.0,2750.0,1540.0,1540.0,1955.0,2510.0,5.9,236.0,185.39999999999998,17,5.0,175.14117647058825,361.810963801579,12.667795612627074,9.6,176.0,4,7,30,285,79,2,1,5,226,3,1,57,178,3,15,3,0,8,4,4,26
60,2016,7366,69.81260057098365,360000,21.63,998,67.05,90.0,3.0,73.0,3695.0,1600.0,1560.0,2425.0,1420.0,1410.0,835.0,1250.0,4.7,236.0,185.39999999999998,0,5.0,175.14117647058825,235.0,11.0,15.05,175.7024856765095,4,2,20,160,50,2,4,3,229,1,1,138,293,3,53,0,0,8,12,4,23
16,2019,7112,69.81260057098365,1395000,16.5,1353,138.08,242.0,4.0,72.6523747368421,4315.0,1800.0,1645.0,2610.0,1458.3461457676958,1459.0579069277742,1515.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,17,5.0,175.14117647058825,433.0,12.667795612627074,12.854019118869493,175.7024856765095,4,7,13,107,228,2,4,3,253,1,1,66,371,3,42,3,0,31,12,1,23
80,2017,3753,6.0,600000,18.49,1493,100.0,240.0,3.0,72.6523747368421,3995.0,1835.0,1826.0,2680.0,1458.3461457676958,1459.0579069277742,1650.0,2225.0,5.35,236.0,185.39999999999998,0,5.0,175.14117647058825,384.0,12.667795612627074,13.9,156.0,4,7,17,142,15,4,1,5,260,3,1,86,492,3,6,3,0,8,16,4,28
7,2022,7428,69.81260057098365,453000,22.25,799,53.26,72.0,3.0,72.6523747368421,3731.0,1579.0,1474.0,2518.3531511570654,1458.3461457676958,1459.0579069277742,690.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,0,5.0,175.14117647058825,279.0,12.667795612627074,12.854019118869493,175.7024856765095,4,2,27,238,162,4,4,3,253,1,1,110,6,3,49,0,0,8,12,1,5
18,2020,7593,69.81260057098365,534000,18.5,1194,94.93,119.0,3.0,72.6523747368421,3941.0,1704.0,1525.0,2490.0,1458.3461457676958,1459.0579069277742,1016.0,1663.445324881141,4.9,236.0,185.39999999999998,0,5.0,175.14117647058825,257.0,12.667795612627074,12.854019118869493,157.0,4,2,6,54,143,4,4,3,253,1,1,138,396,3,23,0,0,8,12,4,13
77,2016,1215,69.81260057098365,610000,17.8,1497,117.3,145.0,4.0,73.0,4440.0,1695.0,1495.0,2600.0,1480.0,1465.0,1049.0,1663.445324881141,5.3,236.0,185.39999999999998,15,4.0,175.14117647058825,510.0,10.3,10.0,195.0,4,8,8,63,50,2,4,3,226,3,1,57,469,8,69,0,0,8,12,4,26
56,2019,6092,1.5,709000,23.0,1498,98.96,205.0,4.0,73.5,3998.0,1765.0,1647.0,2519.0,1458.3461457676958,1459.0579069277742,1280.0,1690.0,5.3,236.0,185.39999999999998,0,4.0,175.14117647058825,352.0,16.0,12.854019118869493,175.7024856765095,4,7,6,50,142,4,1,3,253,1,1,138,380,8,23,3,0,8,12,4,26
44,2021,7257,1.0,1000000,19.47,999,113.98,178.0,3.0,72.6523747368421,4541.0,1752.0,1507.0,2651.0,1458.3461457676958,1459.0579069277742,1160.0,1630.0,6.036145117945655,236.0,185.39999999999998,0,4.0,145.0,521.0,12.667795612627074,12.854019118869493,175.7024856765095,4,8,28,250,230,2,4,3,253,1,1,110,13,3,23,3,0,31,12,1,26
40,2019,7073,69.81260057098365,320000,22.05,796,47.33,69.0,3.0,72.6523747368421,3445.0,1515.0,1475.0,2360.0,1295.0,1290.0,755.0,1185.0,4.6,236.0,185.39999999999998,0,5.0,175.14117647058825,361.810963801579,12.667795612627074,12.854019118869493,175.7024856765095,4,2,20,155,17,4,4,3,253,3,1,86,251,3,49,0,0,8,12,4,19
20,2022,7710,69.81260057098365,890000,22.41,1197,88.5,113.0,4.0,72.6523747368421,3995.0,1735.0,1515.0,2450.0,1458.3461457676958,1459.0579069277742,880.0,1335.0,4.8,236.0,185.39999999999998,15,4.0,160.0,378.0,12.667795612627074,12.854019118869493,175.7024856765095,4,8,20,180,20,4,4,3,409,1,1,138,278,3,49,0,0,8,12,1,23
30,2020,7443,69.81260057098365,725000,18.6,1199,88.76,110.0,4.0,72.6523747368421,3995.0,1695.0,1501.0,2470.0,1458.3461457676958,1459.0579069277742,924.0,1663.445324881141,4.7,236.0,185.39999999999998,15,4.0,175.14117647058825,420.0,12.667795612627074,15.0,175.7024856765095,4,8,8,59,18,4,4,3,253,1,1,86,476,8,53,0,0,8,12,1,26
1,2017,5932,2.0,1150000,17.1,1956,170.0,350.0,4.0,72.6523747368421,4395.0,1818.0,1640.0,2636.0,1458.3461457676958,1459.0579069277742,1551.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,17,5.0,175.14117647058825,408.0,12.667795612627074,12.854019118869493,175.7024856765095,4,7,12,101,15,4,1,3,253,1,1,86,124,3,4,3,0,21,5,4,6
90,2017,1444,1.6,1010000,17.01,1582,126.2,259.9,4.0,72.6523747368421,4270.0,1780.0,1630.0,2590.0,1458.3461457676958,1459.0579069277742,1320.0,1663.445324881141,5.3,236.0,185.39999999999998,17,5.0,175.14117647058825,400.0,12.667795612627074,10.5,190.0,4,7,9,73,15,4,1,3,253,3,0,86,421,3,6,3,0,21,12,4,13
43,2016,1182,69.81260057098365,790000,21.9,1498,98.6,200.0,4.0,3.35,4456.0,1735.0,1666.0,2662.0,1458.3461457676958,1459.0579069277742,1306.0,1663.445324881141,5.5,236.0,185.39999999999998,16,5.0,175.14117647058825,223.0,12.667795612627074,12.854019118869493,175.7024856765095,4,7,8,60,192,2,1,5,216,1,1,66,467,3,23,3,0,21,12,4,31
80,2015,1442,1.6,888000,19.67,1582,126.2,259.9,4.0,72.6523747368421,4270.0,1780.0,1630.0,2590.0,1458.3461457676958,1459.0579069277742,1280.0,1663.445324881141,5.3,236.0,185.39999999999998,16,5.0,175.14117647058825,400.0,12.667795612627074,10.5,190.0,4,7,9,73,13,4,1,3,409,1,1,138,421,3,6,3,0,21,12,4,13
72,2016,1787,1.6,695000,19.08,1582,126.2,259.9,4.0,77.2,4375.0,1700.0,1475.0,2570.0,1458.3461457676958,1459.0579069277742,1270.0,1663.445324881141,5.2,236.0,185.39999999999998,15,4.0,175.14117647058825,465.0,17.3,10.62,190.0,4,8,9,86,121,2,1,3,226,3,0,138,427,3,6,3,0,3,12,4,13
86,2016,1549,69.81260057098365,425000,18.9,1197,82.0,114.0,4.0,72.6523747368421,3765.0,1660.0,1520.0,2425.0,1479.0,1493.0,935.0,1663.445324881141,4.8,236.0,185.39999999999998,0,5.0,175.14117647058825,256.0,12.667795612627074,12.9,165.0,4,2,9,77,84,4,4,3,226,1,1,57,320,3,49,0,0,8,12,4,13
32,2020,7897,1.0,425000,21.46,999,67.06,91.0,3.0,72.6523747368421,3731.0,1579.0,1474.0,2518.3531511570654,1458.3461457676958,1459.0579069277742,699.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,0,5.0,175.14117647058825,279.0,12.667795612627074,12.854019118869493,175.7024856765095,4,2,27,238,54,2,4,3,253,1,1,116,15,3,49,0,0,8,12,1,5
40,2021,8153,69.81260057098365,710000,21.0,1197,81.8,114.74,4.0,72.6523747368421,3995.0,1775.0,1505.0,2580.0,1458.3461457676958,1459.0579069277742,1120.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,0,5.0,175.14117647058825,311.0,12.667795612627074,12.854019118869493,175.7024856765095,4,2,9,90,19,4,4,3,253,3,1,86,46,3,49,0,0,8,12,1,23
30,2020,6909,69.81260057098365,1060000,18.6,1498,119.35,145.0,4.0,72.6523747368421,4549.0,1748.0,1489.0,2600.0,1496.0,1484.0,1107.0,1482.0,5.3,236.0,185.39999999999998,15,4.0,175.14117647058825,506.0,12.667795612627074,12.854019118869493,175.7024856765095,4,8,8,63,18,4,4,3,220,1,1,86,458,3,49,0,0,21,12,1,23
94,2016,337,20.0,2390000,17.05,1995,184.0,380.0,4.0,72.6523747368421,4477.0,2058.0,1545.0,2760.0,1501.0,1529.0,1550.0,1663.445324881141,5.8,236.0,185.39999999999998,17,5.0,175.14117647058825,420.0,12.667795612627074,7.9,205.0,4,7,1,20,122,2,1,3,226,1,0,9,502,3,6,3,0,75,16,4,26
72,2017,2074,4.0,2500000,19.6,2400,190.0,440.0,5.0,81.0,4637.0,2097.0,1539.0,2774.0,1619.0,1577.0,1776.0,2230.0,5.65,236.0,185.39999999999998,0,4.0,175.14117647058825,380.0,12.667795612627074,7.0,210.0,4,8,32,309,227,2,1,3,253,1,0,57,236,3,6,3,0,21,9,4,26
1,2016,4310,69.81260057098365,400000,20.51,998,67.04,90.0,3.0,69.0,3599.0,1495.0,1700.0,2400.0,1295.0,1290.0,885.0,1350.0,4.6,236.0,185.39999999999998,0,5.0,175.14117647058825,180.0,12.667795612627074,18.6,152.0,4,2,20,184,14,4,4,3,226,1,1,86,295,3,49,0,0,8,12,4,19
41,2019,7203,1.8,2190000,15.1,1798,177.0,250.0,4.0,82.5,4670.0,1814.0,1476.0,2688.0,1539.0,1512.0,1330.0,1860.0,5.2,236.0,185.39999999999998,16,4.0,155.0,590.0,9.6,8.26,220.0,4,8,28,248,72,2,4,3,253,1,0,14,106,3,23,3,0,44,12,4,26
76,2019,5994,1.2,723000,17.0,1198,108.5,170.0,3.0,77.0,3994.0,1811.0,1607.0,2498.0,1540.0,1530.0,1252.0,1663.445324881141,5.1,236.0,185.39999999999998,16,5.0,209.0,350.0,12.667795612627074,11.64,154.19,4,7,29,265,159,2,4,3,231,3,1,138,354,3,49,3,0,21,12,4,16
9,2022,8817,69.81260057098365,790000,22.35,1197,88.5,113.0,4.0,72.6523747368421,3990.0,1745.0,1500.0,2520.0,1458.3461457676958,1459.0579069277742,920.0,1410.0,4.85,236.0,185.39999999999998,16,5.0,175.14117647058825,318.0,12.667795612627074,12.854019118869493,175.7024856765095,4,2,20,157,91,5,4,3,257,3,1,138,36,3,49,0,0,8,12,1,23
37,2018,5628,69.81260057098365,795000,17.4,1497,117.6,145.0,4.0,73.0,4440.0,1695.0,1495.0,2600.0,1475.0,1465.0,1084.0,1459.0,5.3,236.0,185.39999999999998,16,4.0,175.14117647058825,510.0,10.3,9.64,189.0,4,8,8,63,194,4,4,3,215,3,1,138,469,8,69,0,0,8,12,4,26
60,2014,2768,90.0,252000,21.02,1248,88.76,200.0,4.0,72.6523747368421,4413.0,1703.0,1550.0,2520.0,1458.3461457676958,1459.0579069277742,1200.0,1650.0,5.1,236.0,185.39999999999998,0,4.0,175.14117647058825,460.0,12.667795612627074,15.2,163.0,4,8,29,262,12,4,1,3,409,4,1,86,347,3,6,3,0,8,12,4,26
1,2015,2040,1.5,610000,20.34,1498,103.2,250.0,4.0,77.0,4384.0,1699.0,1466.0,2552.0,1460.0,1498.0,1211.0,1750.0,5.4,236.0,185.39999999999998,15,4.0,175.14117647058825,454.0,12.667795612627074,11.94,186.0,4,8,31,305,13,4,1,3,409,3,1,86,381,3,23,3,0,8,12,4,26
42,2015,5741,35.0,2190000,20.38,1968,143.0,320.0,4.0,72.6523747368421,4456.0,1960.0,1416.0,2637.0,1555.0,1526.0,1340.0,1890.0,5.35,236.0,185.39999999999998,17,4.0,175.14117647058825,425.0,12.667795612627074,8.6,215.0,4,8,0,1,156,2,1,3,215,1,0,138,382,3,6,3,0,21,12,4,27
60,2019,6794,8.0,1019999,17.0,1197,110.0,200.0,3.0,72.6523747368421,3995.0,1821.0,1627.0,2600.0,1458.3461457676958,1459.0579069277742,1435.0,1663.445324881141,5.3,236.0,185.39999999999998,17,5.0,175.14117647058825,259.0,12.667795612627074,12.854019118869493,175.0,4,7,17,146,17,4,4,3,409,1,1,9,41,3,49,3,0,21,12,4,26
1,2013,2608,1.3,200000,18.0,1248,105.21485505836574,178.02091318093386,4.0,72.6523747368421,4072.7672151127363,1718.600780392635,1558.7717245581962,2518.3531511570654,1458.3461457676958,1459.0579069277742,1178.1988083657589,1663.445324881141,6.036145117945655,236.0,185.39999999999998,14,5.0,175.14117647058825,361.810963801579,12.667795612627074,12.854019118869493,175.7024856765095,4,2,29,258,11,4,1,3,386,1,1,116,278,3,49,0,0,8,12,4,26
70,2018,7059,69.81260057098365,650000,21.21,1197,81.8,113.0,4.0,73.0,3840.0,1735.0,1530.0,2450.0,1520.0,1520.0,855.0,1315.0,4.8,236.0,185.39999999999998,15,5.0,175.14117647058825,268.0,12.667795612627074,12.71,175.7024856765095,4,2,20,179,176,2,4,3,220,3,1,9,449,3,53,0,0,7,12,1,13
8,2022,8646,69.81260057098365,1425000,14.82,1498,108.49,144.0,4.0,72.6523747368421,4323.0,1809.0,1650.0,2585.0,1458.3461457676958,1459.0579069277742,1400.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,17,5.0,175.14117647058825,361.810963801579,12.667795612627074,12.854019118869493,175.7024856765095,4,7,16,119,90,4,4,3,216,1,0,8,452,3,49,0,0,70,12,1,26
16,2022,8788,6.0,1789999,16.5,1353,138.05,242.0,4.0,72.6523747368421,4540.0,1800.0,1708.0,2780.0,1458.3461457676958,1459.0579069277742,1630.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,16,5.0,175.14117647058825,361.810963801579,12.667795612627074,12.854019118869493,153.98,4,4,13,105,162,2,4,4,229,1,0,8,372,3,42,3,0,54,1,4,23
30,2019,6086,1.5,630000,17.0,1497,121.36,150.0,3.0,79.0,3998.0,1765.0,1647.0,2519.0,1458.3461457676958,1459.0579069277742,1225.0,1660.0,5.3,236.0,185.39999999999998,0,4.0,175.14117647058825,352.0,11.0,12.854019118869493,175.7024856765095,4,7,6,50,17,4,4,3,195,1,1,138,396,3,23,0,0,8,12,4,26
22,2021,7107,69.81260057098365,1450000,16.8,1497,113.43,144.0,4.0,72.6523747368421,4315.0,1800.0,1645.0,2610.0,1458.3461457676958,1459.0579069277742,1404.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,17,5.0,175.14117647058825,433.0,12.667795612627074,12.854019118869493,175.7024856765095,4,7,13,107,55,2,4,3,229,1,1,138,362,3,55,0,0,31,12,1,23
70,2018,5982,1.0,285000,23.01,999,67.0,91.0,3.0,72.6523747368421,3679.0,1579.0,1478.0,2422.0,1458.3461457676958,1459.0579069277742,690.0,1663.445324881141,4.9,236.0,185.39999999999998,0,5.0,175.14117647058825,300.0,12.667795612627074,13.9,155.8,4,2,27,238,123,4,4,3,226,1,1,110,344,3,53,0,0,8,12,4,26
50,2019,7420,69.81260057098365,535000,20.0,999,71.01,96.0,3.0,72.6523747368421,3991.0,1739.0,1643.0,2518.3531511570654,1547.0,1545.0,947.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,0,5.0,175.14117647058825,84.0,12.667795612627074,12.854019118869493,175.7024856765095,4,4,27,243,72,2,4,5,226,1,1,138,278,3,53,0,0,8,12,1,23
70,2018,7362,69.81260057098365,434999,21.63,998,67.05,90.0,3.0,73.0,3695.0,1600.0,1560.0,2425.0,1420.0,1410.0,850.0,1250.0,4.7,236.0,185.39999999999998,0,5.0,175.14117647058825,235.0,11.0,15.05,175.7024856765095,4,2,20,160,104,2,4,3,226,1,0,57,293,3,53,0,0,8,12,4,23
1,2016,1502,69.81260057098365,229999,21.1,814,55.2,74.5,3.0,72.6523747368421,3495.0,1550.0,1500.0,2380.0,1386.0,1368.0,880.0,1663.445324881141,4.6,236.0,185.39999999999998,0,5.0,175.14117647058825,215.0,12.667795612627074,19.0,135.0,4,2,9,74,14,4,4,3,222,4,1,86,344,8,49,0,0,8,12,4,13
1,2014,3824,8.0,550000,15.1,2179,140.0,330.0,4.0,72.6523747368421,4585.0,1890.0,1785.0,2700.0,1458.3461457676958,1459.0579069277742,1980.0,2450.0,5.6,236.0,185.39999999999998,17,5.0,175.14117647058825,361.810963801579,12.667795612627074,12.5,175.0,4,7,17,147,12,4,1,5,374,4,1,86,498,3,23,3,0,22,9,4,27
