Kms_Driven,modelYear,centralVariantId,variantName,price,Mileage,Engine_Displacement,Max Power,Max Torque,No of Cylinder,BoreX Stroke,Length,Width,Height,Wheel Base,Front Tread,Rear Tread,Kerb Weight,Gross Weight,Turning Radius,Front Brake Type,Rear Brake Type,Alloy Wheel Size,No Door Numbers,Ground Clearance Unladen,Cargo Volumn,Compression Ratio,Acceleration,Top Speed,city,bt,oem,model,Registration Year,Insurance Validity,Fuel Type,Seating_Capacity,RTO,Ownership,Transmission,Color,Engine Type,Value Configuration,Fuel Suppy System,Turbo Charger,Super Charger,Gear Box,Drive Type,Steering Type,Tyre Type
40,2022,8073,4.0,1575000,15.2,2184,130.0,300.0,4.0,72.6523747368421,3985.0,1855.0,1844.0,2450.0,1520.0,1520.0,1730.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,18,3.0,175.14117647058825,361.810963801579,12.667795612627074,12.854019118869493,175.7024856765095,2,7,17,144,20,4,1,2,409,1,1,110,494,3,49,3,0,21,6,4,5
35,2020,7237,220.0,4995000,19.264094886860857,1950,194.0,400.0,4.0,72.6523747368421,4658.0,1890.0,1644.0,2873.0,1458.3461457676958,1459.0579069277742,1745.0,2500.0,6.036145117945655,236.0,185.39999999999998,19,5.0,175.14117647058825,550.0,12.667795612627074,12.854019118869493,215.0,2,7,21,206,125,2,1,3,59,1,0,8,341,3,4,3,0,87,9,4,26
97,2013,10405,69.81260057098365,360000,22.38,1197,88.5,113.0,4.0,72.6523747368421,3845.0,1735.0,1530.0,2450.0,1520.0,1520.0,875.0,1335.0,4.8,236.0,185.39999999999998,15,5.0,175.14117647058825,268.0,12.667795612627074,12.854019118869493,175.7024856765095,2,2,20,179,81,2,4,3,388,1,1,116,287,3,49,0,0,16,12,1,5
90,2014,1832,1.6,360000,17.01,1591,121.3,154.9,4.0,77.0,4375.0,1700.0,1475.0,2570.0,1458.3461457676958,1459.0579069277742,1260.0,1663.445324881141,5.2,236.0,185.39999999999998,16,4.0,175.14117647058825,465.0,10.5,10.5,196.0,2,8,9,86,12,4,4,3,409,4,1,86,450,3,49,0,0,8,12,4,26
68,2015,3304,69.81260057098365,344000,18.06,1198,75.0,104.0,3.0,78.0,3780.0,1665.0,1530.0,2450.0,1470.0,1475.0,970.0,1663.445324881141,4.65,236.0,185.39999999999998,14,5.0,175.14117647058825,251.0,9.8,15.2,158.0,2,2,24,226,155,2,4,3,59,3,1,116,1,3,38,0,0,9,12,4,26
37,2018,4701,200.0,3565000,14.74,1991,184.0,300.0,4.0,72.6523747368421,4686.0,2020.0,1442.0,2840.0,1588.0,1570.0,1545.0,2030.0,5.61,236.0,185.39999999999998,17,4.0,175.14117647058825,480.0,12.667795612627074,7.3,235.0,2,8,21,197,123,2,4,3,108,1,0,138,278,3,23,3,0,86,16,4,23
40,2017,4017,69.81260057098365,600000,28.09,1248,88.5,200.0,4.0,69.6,4490.0,1730.0,1485.0,2650.0,1495.0,1505.0,1115.0,1595.0,5.4,236.0,185.39999999999998,0,4.0,175.14117647058825,510.0,10.1,15.0,190.0,2,8,20,163,15,4,1,3,409,1,1,86,213,3,4,3,0,8,12,4,23
86,2015,1168,69.81260057098365,340000,18.0,1198,86.7,109.0,4.0,72.6523747368421,3990.0,1680.0,1505.0,2405.0,1458.3461457676958,1459.0579069277742,950.0,1663.445324881141,4.5,236.0,185.39999999999998,0,4.0,175.14117647058825,400.0,12.667795612627074,15.0,160.0,2,8,8,59,173,4,4,3,66,3,1,116,476,8,49,0,0,8,12,4,26
40,2016,1941,69.81260057098365,675000,17.21,1197,103.5,175.0,4.0,74.5,3971.0,1682.0,1469.0,2469.0,1460.0,1456.0,1109.0,1580.0,4.97,236.0,185.39999999999998,16,5.0,175.14117647058825,280.0,12.667795612627074,10.61,177.22,2,2,31,300,14,4,4,3,409,3,0,86,393,3,23,3,0,44,12,4,26
15,2020,6632,69.81260057098365,4375000,15.34,1998,248.0,350.0,4.0,72.6523747368421,4824.0,1828.0,1508.0,2920.0,1541.0,1581.0,1760.0,1663.445324881141,5.5,236.0,185.39999999999998,18,4.0,175.14117647058825,520.0,12.667795612627074,6.1,250.0,2,8,1,15,125,2,4,3,53,3,0,9,410,3,23,3,0,68,16,4,8
60,2016,10327,69.81260057098365,294000,22.05,796,47.33,69.0,3.0,72.6523747368421,3445.0,1515.0,1475.0,2360.0,1295.0,1290.0,762.0,1185.0,4.6,236.0,185.39999999999998,0,5.0,175.14117647058825,361.810963801579,12.667795612627074,12.854019118869493,175.7024856765095,2,2,20,155,208,2,4,3,69,3,1,138,251,3,49,0,0,8,12,4,19
60,2013,1264,69.81260057098365,375000,16.8,1497,116.3,146.0,4.0,72.6523747368421,4440.0,1695.0,1485.0,2550.0,1458.3461457676958,1459.0579069277742,1095.0,1663.445324881141,5.3,236.0,185.39999999999998,15,4.0,175.14117647058825,506.0,12.667795612627074,12.854019118869493,175.7024856765095,2,8,8,63,11,4,4,3,50,1,1,86,365,8,33,0,0,8,12,4,26
18,2021,7714,69.81260057098365,801000,22.61,1197,88.5,113.0,4.0,72.6523747368421,3995.0,1735.0,1515.0,2450.0,1458.3461457676958,1459.0579069277742,880.0,1335.0,4.8,236.0,185.39999999999998,15,4.0,160.0,378.0,12.667795612627074,12.854019118869493,175.7024856765095,2,8,20,180,55,2,4,3,108,3,0,116,278,3,49,0,0,8,12,1,23
20,2022,8312,4.0,2900000,14.9,1956,167.67,350.0,4.0,72.6523747368421,4405.0,1818.0,1640.0,2636.0,1458.3461457676958,1459.0579069277742,1705.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,18,5.0,175.14117647058825,361.810963801579,12.667795612627074,12.854019118869493,160.21,2,7,12,101,20,4,1,3,65,1,0,9,130,3,49,0,0,86,8,4,23
70,2017,1444,1.6,800000,17.01,1582,126.2,259.9,4.0,72.6523747368421,4270.0,1780.0,1630.0,2590.0,1458.3461457676958,1459.0579069277742,1320.0,1663.445324881141,5.3,236.0,185.39999999999998,17,5.0,175.14117647058825,400.0,12.667795612627074,10.5,190.0,2,7,9,73,15,4,1,3,53,3,0,86,421,3,6,3,0,21,12,4,13
75,2015,6838,69.81260057098365,313000,33.54,998,67.04,90.0,3.0,69.0,3655.0,1620.0,1675.0,2435.0,1458.3461457676958,1459.0579069277742,805.0,1340.0,4.7,236.0,185.39999999999998,0,5.0,175.14117647058825,341.0,12.667795612627074,18.6,152.0,2,2,20,184,173,2,0,3,69,1,1,116,295,3,49,0,0,8,12,4,19
40,2017,5475,69.81260057098365,509999,17.5,1199,88.7,110.0,4.0,72.6523747368421,3999.0,1734.0,1601.0,2555.0,1458.3461457676958,1459.0579069277742,1084.0,1663.445324881141,5.3,236.0,185.39999999999998,16,5.0,175.14117647058825,363.0,12.667795612627074,15.31,164.26,2,7,8,69,15,4,4,3,409,1,1,86,476,8,53,0,0,8,12,1,26
57,2014,5905,35.0,1125000,15.73,1968,174.33,380.0,4.0,72.6523747368421,4388.0,2019.0,1608.0,2603.0,1571.0,1575.0,1660.0,2185.0,5.9,236.0,185.39999999999998,17,5.0,175.14117647058825,460.0,12.667795612627074,8.2,212.0,2,7,0,7,206,4,1,3,116,3,0,138,385,3,4,3,0,59,9,4,26
48,2016,3962,1.2,455000,21.4,1197,83.1,115.0,4.0,72.6523747368421,3995.0,1745.0,1510.0,2520.0,1515.0,1525.0,870.0,1340.0,4.9,236.0,185.39999999999998,0,5.0,175.14117647058825,339.0,12.667795612627074,12.36,180.0,2,2,20,157,50,2,4,3,53,1,1,57,455,3,49,0,0,8,12,4,26
1,2011,1245,1.5,300000,17.0,1497,118.0,146.0,4.0,72.6523747368421,4420.0,1695.0,1480.0,2550.0,1458.3461457676958,1459.0579069277742,1100.0,1663.445324881141,5.3,236.0,185.39999999999998,15,4.0,175.14117647058825,506.0,12.667795612627074,12.854019118869493,175.7024856765095,2,8,8,63,9,4,4,3,66,1,1,86,278,8,32,0,0,8,12,4,26
25,2017,7921,1.5,725000,14.7,1496,120.69,149.0,3.0,79.0,3998.0,1765.0,1647.0,2519.0,1458.3461457676958,1459.0579069277742,1281.0,1705.0,5.3,236.0,185.39999999999998,16,4.0,175.14117647058825,352.0,11.0,12.854019118869493,175.7024856765095,2,7,6,50,122,2,4,3,66,1,0,138,396,3,23,0,0,21,12,1,26
29,2021,8195,2.4,2325000,12.0,2393,148.0,360.0,4.0,72.6523747368421,4735.0,1830.0,1795.0,2750.0,1540.0,1540.0,1870.0,2450.0,5.4,236.0,185.39999999999998,16,5.0,175.14117647058825,300.0,12.667795612627074,12.854019118869493,175.7024856765095,2,4,30,290,126,4,1,5,116,1,0,8,146,3,6,3,0,21,16,4,26
63,2019,1026,1.5,515000,25.83,1498,99.0,215.0,4.0,72.6523747368421,3886.0,1695.0,1525.0,2491.0,1492.0,1484.0,1040.0,1663.445324881141,4.9,236.0,185.39999999999998,14,5.0,175.14117647058825,257.0,16.0,11.6,170.0,2,2,6,54,142,2,1,3,46,1,1,66,380,8,7,3,0,8,12,0,13
24,2021,8238,69.81260057098365,4000000,17.42,1998,187.74,320.0,4.0,72.6523747368421,4762.0,1847.0,1433.0,2819.0,1572.0,1555.0,1555.0,2145.0,6.036145117945655,236.0,185.39999999999998,17,4.0,175.14117647058825,460.0,12.667795612627074,7.3,241.0,2,8,0,3,55,2,4,3,70,1,0,8,116,3,49,3,0,64,12,1,26
22,2020,7431,1.0,418000,21.74,999,67.0,91.0,3.0,72.6523747368421,3731.0,1579.0,1474.0,2422.0,1458.3461457676958,1459.0579069277742,730.0,1663.445324881141,4.9,236.0,185.39999999999998,0,5.0,175.14117647058825,279.0,12.667795612627074,12.854019118869493,175.7024856765095,2,2,27,238,143,2,4,3,60,1,1,116,344,3,53,0,0,8,12,1,26
5,2022,9010,2.0,7600000,19.264094886860857,1997,246.74,430.0,4.0,72.6523747368421,4371.0,2100.0,1649.0,2681.0,1626.0,1628.0,1787.0,2450.0,11.6,236.0,185.39999999999998,18,5.0,175.14117647058825,472.0,12.667795612627074,9.3,221.0,2,7,14,114,127,2,1,3,65,1,0,138,239,3,49,3,0,89,9,4,26
30,2009,1578,1.2,200000,20.36,1197,78.9,111.7,4.0,71.0,3585.0,1595.0,1550.0,2380.0,1400.0,1385.0,1100.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,13,4.0,175.14117647058825,361.810963801579,10.5,12.854019118869493,175.7024856765095,2,2,9,89,7,4,4,3,69,1,1,86,230,4,49,0,0,8,12,4,26
74,2017,7081,69.81260057098365,685000,21.21,1197,81.8,113.0,4.0,72.6523747368421,3995.0,1735.0,1515.0,2450.0,1530.0,1520.0,860.0,1315.0,4.8,236.0,185.39999999999998,15,4.0,175.14117647058825,378.0,12.667795612627074,12.6,175.7024856765095,2,8,20,180,104,2,4,3,403,1,0,86,291,3,49,0,0,8,12,4,26
40,2019,5450,300.0,3600000,11.5,1991,245.0,370.0,4.0,72.6523747368421,4656.0,1890.0,1639.0,2873.0,1621.0,1617.0,1871.0,2400.0,6.036145117945655,236.0,185.39999999999998,18,5.0,175.14117647058825,550.0,12.667795612627074,6.5,222.0,2,7,21,206,17,4,4,3,108,1,0,86,344,3,23,0,0,86,9,4,31
45,2018,7073,69.81260057098365,289000,22.05,796,47.33,69.0,3.0,72.6523747368421,3445.0,1515.0,1475.0,2360.0,1295.0,1290.0,755.0,1185.0,4.6,236.0,185.39999999999998,0,5.0,175.14117647058825,361.810963801579,12.667795612627074,12.854019118869493,175.7024856765095,2,2,20,155,104,2,4,3,60,1,1,138,251,3,49,0,0,8,12,4,19
24,2018,6385,1.0,610000,19.44,999,75.0,95.0,3.0,74.5,3995.0,1682.0,1483.0,2470.0,1460.0,1456.0,1050.0,1663.445324881141,5.4,236.0,185.39999999999998,16,4.0,175.14117647058825,330.0,12.667795612627074,12.854019118869493,175.7024856765095,2,8,31,296,141,4,4,3,49,3,1,116,332,3,49,0,0,8,12,4,26
22,2019,1444,1.6,1400000,17.01,1582,126.2,259.9,4.0,72.6523747368421,4270.0,1780.0,1630.0,2590.0,1458.3461457676958,1459.0579069277742,1320.0,1663.445324881141,5.3,236.0,185.39999999999998,17,5.0,175.14117647058825,400.0,12.667795612627074,10.5,190.0,2,7,9,73,53,2,1,3,119,1,0,138,421,3,6,3,0,21,12,4,13
98,2014,1168,69.81260057098365,323000,18.0,1198,86.7,109.0,4.0,72.6523747368421,3990.0,1680.0,1505.0,2405.0,1458.3461457676958,1459.0579069277742,950.0,1663.445324881141,4.5,236.0,185.39999999999998,0,4.0,175.14117647058825,400.0,12.667795612627074,15.0,160.0,2,8,8,59,48,2,4,3,62,1,1,116,476,8,49,0,0,8,12,4,26
6,2023,6732,300.0,9500000,19.264094886860857,1950,241.38,500.0,4.0,83.0,4924.0,2157.0,1772.0,2995.0,1648.0,1663.0,2150.0,2910.0,5.9,236.0,185.39999999999998,19,5.0,175.14117647058825,825.0,16.2,7.2,225.0,2,7,21,208,163,2,1,3,35,1,0,8,429,3,4,3,0,91,9,4,7
40,2017,6777,69.81260057098365,525000,21.01,1197,81.8,113.0,4.0,72.6523747368421,3995.0,1745.0,1510.0,2520.0,1515.0,1525.0,865.0,1340.0,4.9,236.0,185.39999999999998,0,5.0,175.14117647058825,339.0,12.667795612627074,12.36,175.7024856765095,2,2,20,157,193,2,4,3,69,1,1,138,59,3,49,0,0,8,12,1,26
58,2018,5670,69.81260057098365,725000,25.5,1498,98.6,200.0,4.0,72.6523747368421,3999.0,1734.0,1601.0,2555.0,1458.3461457676958,1459.0579069277742,1198.0,1663.445324881141,5.3,236.0,185.39999999999998,16,5.0,175.14117647058825,363.0,12.667795612627074,12.43,176.0,2,7,8,69,52,2,1,3,53,1,1,14,471,3,6,3,0,21,12,1,26
75,2015,1600,1.4,425000,22.54,1396,88.73,219.7,4.0,72.6523747368421,3985.0,1734.0,1505.0,2570.0,1505.0,1503.0,1515.0,1663.445324881141,5.2,236.0,185.39999999999998,0,5.0,175.14117647058825,295.0,12.667795612627074,11.9,180.0,2,2,9,90,120,2,1,3,69,1,1,116,418,3,4,3,0,21,12,4,13
76,2014,908,1.5,350000,22.7,1498,89.84,204.0,4.0,73.5,3999.0,1765.0,1708.0,2520.0,1519.0,1524.0,1290.0,1740.0,5.3,236.0,185.39999999999998,16,5.0,175.14117647058825,346.0,16.0,13.5,182.0,2,7,6,50,119,2,1,3,69,1,1,86,380,8,23,3,0,8,12,4,26
60,2017,5431,1.0,325000,24.04,999,67.0,91.0,3.0,72.6523747368421,3679.0,1579.0,1478.0,2422.0,1458.3461457676958,1459.0579069277742,730.0,1663.445324881141,4.9,236.0,185.39999999999998,0,5.0,175.14117647058825,300.0,12.667795612627074,17.44,159.4,2,2,27,238,193,2,4,3,386,1,0,116,344,3,53,0,0,8,12,4,26
58,2016,1217,69.81260057098365,675000,18.0,1497,117.3,145.0,4.0,73.0,4440.0,1695.0,1495.0,2600.0,1480.0,1465.0,1085.0,1663.445324881141,5.3,236.0,185.39999999999998,15,4.0,175.14117647058825,510.0,10.3,10.0,195.0,2,8,8,63,50,2,4,3,47,1,0,57,469,8,69,0,0,11,12,4,26
80,2013,1921,1.4,415000,14.69,1390,120.3,200.0,4.0,71.0,4659.0,1778.0,1453.0,2648.0,1535.0,1532.0,1354.0,1850.0,5.5,236.0,185.39999999999998,16,4.0,175.14117647058825,510.0,10.0,9.8,202.0,2,8,31,298,47,2,4,3,69,3,1,116,344,3,49,3,0,21,12,4,26
20,2018,6604,4.0,3875000,18.0,1969,190.0,400.0,4.0,72.6523747368421,4963.0,2019.0,1443.0,2941.0,1628.0,1629.0,2962.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,18,4.0,175.14117647058825,361.810963801579,12.667795612627074,12.854019118869493,230.0,2,8,32,310,123,4,1,3,87,1,0,138,212,12,6,3,0,68,12,4,26
42,2017,3969,1.2,589000,21.4,1197,83.1,115.0,4.0,72.6523747368421,3995.0,1745.0,1510.0,2520.0,1505.0,1515.0,880.0,1340.0,4.9,236.0,185.39999999999998,16,5.0,175.14117647058825,339.0,12.667795612627074,12.36,180.0,2,2,20,157,175,2,4,3,71,1,1,138,455,3,49,0,0,8,12,4,26
67,2017,4299,69.81260057098365,650000,24.3,1248,88.5,200.0,4.0,69.6,3995.0,1790.0,1640.0,2500.0,1458.3461457676958,1459.0579069277742,1190.0,1680.0,5.2,236.0,185.39999999999998,16,5.0,175.14117647058825,328.0,12.667795612627074,12.36,172.0,2,7,20,183,226,2,1,3,63,1,1,57,218,3,6,3,0,8,12,4,26
26,2020,7030,69.81260057098365,1027000,19.01,1462,103.2,138.0,4.0,74.0,4445.0,1775.0,1700.0,2740.0,1590.0,1570.0,1180.0,1730.0,5.2,236.0,185.39999999999998,15,5.0,180.0,209.0,10.5,12.854019118869493,175.7024856765095,2,4,20,186,73,4,4,4,384,1,1,57,305,3,49,0,0,16,12,4,26
40,2017,4333,69.81260057098365,375000,18.9,998,67.1,90.0,3.0,72.6523747368421,3595.0,1475.0,1700.0,2400.0,1295.0,1290.0,870.0,1350.0,4.6,236.0,185.39999999999998,13,4.0,175.14117647058825,361.810963801579,12.667795612627074,12.854019118869493,175.7024856765095,2,2,20,184,175,4,4,3,53,1,1,57,289,3,49,0,0,8,12,4,26
60,2019,6359,11.0,1300000,15.1,2179,152.87,360.0,4.0,72.6523747368421,4585.0,1890.0,1785.0,2700.0,1600.0,1600.0,1725.0,2510.0,5.6,236.0,185.39999999999998,17,5.0,175.14117647058825,361.810963801579,16.5,12.854019118869493,175.7024856765095,2,7,17,147,17,4,1,5,108,1,1,86,498,3,23,3,0,21,12,4,19
37,2015,1845,1.6,902999,17.01,1591,121.3,154.9,4.0,77.0,4375.0,1700.0,1475.0,2570.0,1458.3461457676958,1459.0579069277742,1290.0,1663.445324881141,5.2,236.0,185.39999999999998,16,4.0,175.14117647058825,465.0,10.5,10.5,196.0,2,8,9,86,138,2,4,3,108,3,1,138,450,3,49,0,0,8,12,4,13
1,2018,6055,69.81260057098365,350000,31.79,998,58.33,78.0,3.0,73.0,3695.0,1600.0,1560.0,2425.0,1420.0,1410.0,920.0,1350.0,4.7,236.0,185.39999999999998,0,5.0,175.14117647058825,235.0,11.0,15.05,150.0,2,2,20,160,16,4,0,3,409,1,1,86,293,3,47,0,0,8,12,4,23
74,2018,5504,2.8,2850000,12.9,2755,174.5,450.0,4.0,72.6523747368421,4795.0,1855.0,1835.0,2745.0,1458.3461457676958,1459.0579069277742,2360.0,2610.0,5.8,236.0,185.39999999999998,17,5.0,175.14117647058825,361.810963801579,12.667795612627074,12.854019118869493,175.7024856765095,2,7,30,285,123,4,1,5,47,1,0,138,9,3,23,3,0,21,16,4,26
16,2021,8161,69.81260057098365,903999,21.0,1197,81.8,114.74,4.0,72.6523747368421,3995.0,1775.0,1505.0,2580.0,1458.3461457676958,1459.0579069277742,1170.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,16,5.0,175.14117647058825,311.0,12.667795612627074,12.854019118869493,175.7024856765095,2,2,9,90,230,5,4,3,126,1,1,8,46,3,49,0,0,8,12,1,23
10,2022,7970,69.81260057098365,950000,17.03,1462,103.26,138.0,4.0,72.6523747368421,3995.0,1790.0,1640.0,2500.0,1458.3461457676958,1459.0579069277742,1115.0,1600.0,5.2,236.0,185.39999999999998,16,5.0,175.14117647058825,328.0,12.667795612627074,12.854019118869493,175.7024856765095,2,7,30,293,20,4,4,3,409,1,1,86,477,3,49,0,0,8,12,1,23
63,2017,5630,69.81260057098365,949000,18.0,1497,117.6,145.0,4.0,73.0,4440.0,1695.0,1495.0,2600.0,1475.0,1465.0,1107.0,1482.0,5.3,236.0,185.39999999999998,16,4.0,175.14117647058825,510.0,10.3,11.9,178.55,2,8,8,63,209,2,4,3,60,1,0,116,469,8,69,0,0,96,12,4,26
12,2022,7803,69.81260057098365,3900000,15.1,1984,187.74,320.0,4.0,72.6523747368421,4869.0,1864.0,1469.0,2841.0,1458.3461457676958,1459.0579069277742,1579.0,2098.0,5.55,236.0,185.39999999999998,17,5.0,91.0,625.0,12.667795612627074,12.854019118869493,175.7024856765095,2,8,28,251,162,2,4,3,129,1,0,138,137,3,76,3,0,56,12,4,23
13,2022,8408,220.0,7400000,16.1,1950,191.76,400.0,4.0,72.6523747368421,5075.0,2065.0,1495.0,3079.0,1595.0,1597.0,1735.0,1663.445324881141,6.0,236.0,185.39999999999998,17,4.0,175.14117647058825,540.0,12.667795612627074,7.6,240.0,2,8,21,200,162,2,1,3,41,1,0,8,275,3,4,3,0,86,16,1,26
32,2018,1444,1.6,1099000,17.01,1582,126.2,259.9,4.0,72.6523747368421,4270.0,1780.0,1630.0,2590.0,1458.3461457676958,1459.0579069277742,1320.0,1663.445324881141,5.3,236.0,185.39999999999998,17,5.0,175.14117647058825,400.0,12.667795612627074,10.5,190.0,2,7,9,73,52,2,1,3,108,3,0,138,421,3,6,3,0,21,12,4,13
3,2022,10529,69.81260057098365,1511000,19.264094886860857,1497,113.18,143.8,4.0,72.6523747368421,4300.0,1790.0,1635.0,2610.0,1458.3461457676958,1459.0579069277742,1500.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,17,5.0,175.14117647058825,361.810963801579,12.667795612627074,12.854019118869493,175.7024856765095,2,7,9,73,127,2,4,3,45,1,1,138,75,3,56,0,0,37,12,4,23
7,2017,5331,43.0,6475000,19.0,2996,362.07,520.0,6.0,72.6523747368421,4143.0,2006.0,1303.0,2430.0,1458.3461457676958,1459.0579069277742,1615.0,1890.0,5.26,236.0,185.39999999999998,18,2.0,175.14117647058825,361.810963801579,10.7,4.7,250.0,2,0,21,212,140,4,4,1,135,1,0,66,173,3,49,3,0,86,12,4,23
5,2022,6732,300.0,9200000,19.264094886860857,1950,241.38,500.0,4.0,83.0,4924.0,2157.0,1772.0,2995.0,1648.0,1663.0,2150.0,2910.0,5.9,236.0,185.39999999999998,19,5.0,175.14117647058825,825.0,16.2,7.2,225.0,2,7,21,208,127,2,1,3,108,1,0,116,429,3,4,3,0,91,9,4,7
11,2021,6373,200.0,4000000,19.264094886860857,1332,160.92,250.0,4.0,72.6523747368421,4549.0,1992.0,1446.0,2729.0,1458.3461457676958,1459.0579069277742,1395.0,1915.0,6.036145117945655,236.0,185.39999999999998,17,4.0,175.14117647058825,361.810963801579,12.667795612627074,8.3,230.0,2,8,21,190,230,2,4,3,46,1,0,116,323,3,49,3,0,54,12,1,26
11,2020,7068,200.0,4250000,11.9,1950,201.15,280.0,4.0,72.6523747368421,4686.0,1810.0,1442.0,2840.0,1588.0,1588.0,1655.0,2125.0,5.61,236.0,185.39999999999998,17,4.0,175.14117647058825,480.0,12.667795612627074,7.7,239.0,2,8,21,197,143,4,4,3,40,1,0,9,160,3,49,3,0,86,16,4,23
50,2017,10403,69.81260057098365,422000,22.38,1197,88.5,113.0,4.0,72.6523747368421,3845.0,1735.0,1530.0,2450.0,1530.0,1530.0,875.0,1335.0,4.8,236.0,185.39999999999998,0,5.0,175.14117647058825,268.0,12.667795612627074,12.854019118869493,175.7024856765095,2,2,20,179,33,4,4,3,71,1,1,116,287,3,49,0,0,16,12,1,5
63,2019,3960,1.2,678000,21.4,1197,83.1,115.0,4.0,72.6523747368421,3995.0,1745.0,1510.0,2520.0,1505.0,1515.0,920.0,1360.0,4.9,236.0,185.39999999999998,16,5.0,175.14117647058825,339.0,12.667795612627074,12.79,180.0,2,2,20,157,177,5,4,3,63,1,0,116,455,3,49,0,0,96,12,4,26
52,2018,5548,1.0,300000,20.3,998,68.05,94.14,3.0,72.6523747368421,3515.0,1550.0,1510.0,2380.0,1376.0,1458.0,880.0,1663.445324881141,4.6,236.0,185.39999999999998,0,5.0,175.14117647058825,215.0,12.667795612627074,15.0,140.0,2,2,9,74,123,2,4,3,388,1,1,57,318,8,49,0,0,8,12,4,13
33,2022,7417,69.81260057098365,496000,31.59,796,40.36,60.0,3.0,72.6523747368421,3445.0,1515.0,1475.0,2360.0,1295.0,1290.0,850.0,1185.0,4.6,236.0,185.39999999999998,0,5.0,175.14117647058825,361.810963801579,12.667795612627074,12.854019118869493,175.7024856765095,2,2,20,155,127,5,0,2,63,1,1,116,251,3,49,0,0,8,12,4,19
68,2015,1340,1.2,463000,19.0,1199,88.7,110.0,4.0,72.6523747368421,3955.0,1694.0,1544.0,2530.0,1458.3461457676958,1459.0579069277742,1066.0,1663.445324881141,5.1,236.0,185.39999999999998,15,5.0,175.14117647058825,354.0,12.667795612627074,13.7,172.0,2,2,8,66,120,4,4,3,60,1,0,116,476,8,64,0,0,8,12,4,26
70,2013,1264,69.81260057098365,455000,16.8,1497,116.3,146.0,4.0,72.6523747368421,4440.0,1695.0,1485.0,2550.0,1458.3461457676958,1459.0579069277742,1095.0,1663.445324881141,5.3,236.0,185.39999999999998,15,4.0,175.14117647058825,506.0,12.667795612627074,12.854019118869493,175.7024856765095,2,8,8,63,11,4,4,3,50,1,1,86,365,8,33,0,0,8,12,4,26
9,2020,6972,69.81260057098365,751000,23.84,1199,83.83,114.0,3.0,77.0,3746.0,1647.0,1535.0,2400.0,1400.0,1420.0,1012.0,1663.445324881141,4.9,236.0,185.39999999999998,14,5.0,175.14117647058825,242.0,10.8,12.854019118869493,150.0,2,2,29,273,196,4,4,3,388,1,0,110,355,3,53,0,0,8,12,4,13
45,2017,5727,1.4,775000,19.12,1373,91.1,130.0,4.0,73.0,4490.0,1730.0,1485.0,2650.0,1495.0,1505.0,1030.0,1490.0,5.4,236.0,185.39999999999998,16,4.0,175.14117647058825,510.0,10.1,14.0,190.0,2,8,20,163,70,2,4,3,388,1,0,66,478,3,49,0,0,3,12,4,23
36,2019,3969,1.2,678000,21.4,1197,83.1,115.0,4.0,72.6523747368421,3995.0,1745.0,1510.0,2520.0,1505.0,1515.0,880.0,1340.0,4.9,236.0,185.39999999999998,16,5.0,175.14117647058825,339.0,12.667795612627074,12.36,180.0,2,2,20,157,35,5,4,3,110,1,1,86,455,3,49,0,0,8,12,4,26
68,2017,7349,1.5,550000,15.9,1496,120.69,149.0,3.0,79.0,3998.0,1765.0,1647.0,2519.0,1458.3461457676958,1459.0579069277742,1212.0,1660.0,5.3,236.0,185.39999999999998,0,5.0,175.14117647058825,352.0,11.0,12.854019118869493,175.7024856765095,2,7,6,50,70,2,4,3,388,1,1,138,396,3,23,0,0,8,12,1,26
68,2014,4238,69.81260057098365,390000,19.1,1197,85.8,114.0,4.0,73.0,3995.0,1695.0,1555.0,2430.0,1485.0,1495.0,970.0,1415.0,4.8,236.0,185.39999999999998,14,4.0,175.14117647058825,320.0,10.0,12.6,169.0,2,8,20,180,82,2,4,3,388,1,1,116,291,3,49,0,0,8,12,4,26
38,2015,7083,69.81260057098365,395000,21.21,1197,81.8,113.0,4.0,73.0,3840.0,1735.0,1530.0,2450.0,1530.0,1530.0,855.0,1315.0,4.8,236.0,185.39999999999998,0,5.0,175.14117647058825,268.0,12.667795612627074,12.71,175.7024856765095,2,2,20,179,120,2,4,3,59,1,1,138,449,3,53,0,0,7,12,1,13
39,2017,5640,1.0,295000,23.01,999,67.0,91.0,3.0,72.6523747368421,3679.0,1579.0,1478.0,2422.0,1458.3461457676958,1459.0579069277742,690.0,1663.445324881141,4.9,236.0,185.39999999999998,0,5.0,175.14117647058825,300.0,12.667795612627074,13.9,155.8,2,2,27,238,193,2,4,3,53,1,1,57,344,3,53,0,0,8,12,4,26
40,2017,1947,1.2,599000,16.2,1199,74.0,110.0,3.0,74.5,3971.0,1682.0,1469.0,2469.0,1460.0,1456.0,1044.0,1500.0,4.97,236.0,185.39999999999998,15,5.0,175.14117647058825,280.0,10.5,14.2,165.0,2,2,31,300,122,2,4,3,51,1,1,9,332,3,49,0,0,8,12,4,26
